barcode,product_family_id,product_title,season,nivel,brand_origin,color_name,color_group,color_intensity,adventurous,application,weather,style,print,basic,fit
785136,TOP,Lesta Top night ,7,2,WHOLE_SALE,black,black,oscuro,three,"('night', 'freetime')",both,"('classic', 'boho')",floral,false,straight
796538,TSHIRT,Street Tshirt happy ,7,2,MAINSTREAM,mustand,yellow,intenso,three,freetime,warm,casual,smooth,false,straight
796590,TSHIRT,Street Tshirt happy ,7,2,MAINSTREAM,green_dark,green,oscuro,three,freetime,warm,casual,smooth,false,straight
762953,PANT,Lindex Pant suede ,7,1,MAINSTREAM,rust,brown,oscuro,"('two', 'three')",freetime,warm,boho,smooth,false,loose
762885,PANT,Lindex Pant suede ,7,1,MAINSTREAM,black,black,oscuro,"('two', 'three')",freetime,warm,boho,smooth,false,loose
636476,TSHIRT,Francisa Top draper ,7,2,MAINSTREAM,blue_dark,blue,oscuro,two,"('night', 'freetime')",warm,"('boho', 'classic')",smooth,false,straight
636391,TSHIRT,Francisa Top draper ,7,2,MAINSTREAM,khaki,green,oscuro,two,"('night', 'freetime')",warm,"('boho', 'classic')",smooth,false,straight
590303,SHIRT,Sel Shirt dots ,7,2,NO_MAINSTREAM,ecru,brown,suave,"('three', 'two')","('work', 'freetime')",both,"('boho', 'classic')",vertical_stripes,false,loose
792042,SHIRT,Laurie Shirt print ,7,2,WHOLE_SALE,black,black,oscuro,"('three', 'four')",freetime,warm,boho,ethnic,false,loose
616805,JEANS,Ellen Pant high ,7,1,NO_MAINSTREAM,black,black,oscuro,"('two', 'three')","('freetime', 'night')",both,"('street', 'casual')",smooth,false,tight
674027,DRESS,Bird Dress circus ,7,1,NO_MAINSTREAM,blue_dark,blue,oscuro,three,freetime,warm,classic,printed,false,straight
790543,TOP,Mejh Top lace,7,2,OWN_PRODUCTION,black,black,oscuro,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
1439861,TOP,Mejh Top lace,9,2,OWN_PRODUCTION,beige,brown,claro,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
1382310,TOP,Mejh Top lace,9,2,OWN_PRODUCTION,white,white,claro,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
1280869,TOP,Mejh Top lace,9,2,OWN_PRODUCTION,blue_dark,blue,oscuro,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
790703,TOP,Mejh Top lace,7,2,OWN_PRODUCTION,mustand,yellow,intenso,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
790635,TOP,Mejh Top lace,7,2,OWN_PRODUCTION,gray_light,grey,suave,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
790581,TOP,Mejh Top lace,7,2,OWN_PRODUCTION,beige,brown,claro,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
1280814,TOP,Mejh Top lace,9,2,OWN_PRODUCTION,coral,orange,claro,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
1280760,TOP,Mejh Top lace,9,2,OWN_PRODUCTION,black,black,oscuro,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
1439748,TOP,Mejh Top lace,9,2,OWN_PRODUCTION,ecru,brown,suave,"('three', 'four')","('night', 'freetime')",warm,"('classic', 'night')",smooth,false,straight
1225495,FOULARD,York Foulard closet ,9,3,OWN_PRODUCTION,green_dark,green,oscuro,two,freetime,both,boho,sheets,missing,missing
664271,TSHIRT,Nanoki Tshirt coral ,7,2,NO_MAINSTREAM,black,black,oscuro,three,freetime,warm,"('casual', 'boho')",horizontal_stripes,false,straight
664257,TSHIRT,Nanoki Tshirt coral ,7,2,NO_MAINSTREAM,coral,orange,claro,three,freetime,warm,"('casual', 'boho')",horizontal_stripes,false,straight
664318,TSHIRT,Nanoki Tshirt coral ,7,2,NO_MAINSTREAM,orange,orange,intenso,three,freetime,warm,"('casual', 'boho')",horizontal_stripes,false,straight
609401,DRESS,Lau Dress lily ,7,1,NO_MAINSTREAM,blue_klein,blue,oscuro,"('three', 'four')",freetime,warm,"('boho', 'street')","('floral', 'retro')",false,straight
660181,DRESS,Moon Dress floral ,7,1,NO_MAINSTREAM,black,black,oscuro,three,freetime,both,"('classic', 'boho')",floral,false,loose
718196,FOULARD,Leah Scarf cahier ,7,3,OWN_PRODUCTION,blue_dark,blue,oscuro,"('three', 'four')","('freetime', 'work')",warm,classic,"('polka_dot', 'vertical_stripes')",missing,missing
598675,PANT,Epaper Pant fit ,7,1,NO_MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,straight
1096828,PANT,Epaper Pant fit ,8,1,NO_MAINSTREAM,khaki,green,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,straight
1096903,PANT,Epaper Pant fit ,8,1,NO_MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,straight
1096774,PANT,Epaper Pant fit ,8,1,NO_MAINSTREAM,rust,brown,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,straight
598804,PANT,Epaper Pant fit ,7,1,NO_MAINSTREAM,khaki,green,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,straight
598736,PANT,Epaper Pant fit ,7,1,NO_MAINSTREAM,rust,brown,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'boho')",smooth,false,straight
650793,TOP,Carla Top soft ,7,2,NO_MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
650748,TOP,Carla Top soft ,7,2,NO_MAINSTREAM,black,black,oscuro,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
650717,TOP,Carla Top soft ,7,2,NO_MAINSTREAM,yellow,yellow,intenso,"('two', 'three')","('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
915045,SHIRT,French Shirt blair ,7,2,NO_MAINSTREAM,green_dark,green,oscuro,"('three', 'four')",freetime,warm,minimal,smooth,false,oversize
573832,SWEATER,Vistrike Sweater noos,7,2,MAINSTREAM,white,white,claro,"('two', 'one')",freetime,cold,"('classic', 'casual')",horizontal_stripes,false,straight
573887,SWEATER,Vistrike Sweater noos,7,2,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'one')",freetime,cold,"('classic', 'casual')",horizontal_stripes,false,straight
1028447,CARDIGAN,Objthessi Cardigan noos ,9,2,NO_MAINSTREAM,black,black,oscuro,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
1028508,CARDIGAN,Objthessi Cardigan noos ,9,2,NO_MAINSTREAM,pink,pink,intenso,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
1028232,CARDIGAN,Objthessi Cardigan noos ,8,2,NO_MAINSTREAM,gray_light,grey,suave,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
899543,SWEATER,Multi Sweater warehouse ,7,2,MAINSTREAM,pink,pink,intenso,"('three', 'two')","('freetime', 'work')",warm,street,horizontal_stripes,false,loose
899611,TSHIRT,Vidreamers Tshirt stripes ,7,2,MAINSTREAM,pink,pink,intenso,"('two', 'three')",freetime,warm,casual,horizontal_stripes,false,straight
1015669,DRESS,Chain Dress summ ,7,1,WHOLE_SALE,orange,orange,intenso,three,freetime,warm,boho,smooth,false,loose
1015621,DRESS,Chain Dress summ ,7,1,WHOLE_SALE,blue,blue,intenso,three,freetime,warm,boho,smooth,false,loose
707909,SKIRT,Callia Skirt film,7,1,OWN_PRODUCTION,blue_dark,blue,oscuro,"('three', 'four')",freetime,warm,boho,printed,false,straight
707824,SKIRT,Callia Skirt film,7,1,OWN_PRODUCTION,black,black,oscuro,"('three', 'four')",freetime,warm,boho,printed,false,straight
911108,PANT,Pocket Pant jegging ,7,1,NO_MAINSTREAM,blue_dark,blue,oscuro,two,"('work', 'freetime')",both,"('classic', 'minimal')",smooth,false,tight
911030,PANT,Pocket Pant jegging ,7,1,NO_MAINSTREAM,black,black,oscuro,two,"('work', 'freetime')",both,"('classic', 'minimal')",smooth,false,tight
679664,DRESS,Felp Dress canale ,7,1,NO_MAINSTREAM,grey,grey,claro,"('three', 'two')",freetime,warm,"('casual', 'street')",smooth,false,loose
858083,JEANS,Scarlett Jeans solid ,8,1,PREMIUM,blue_dark,blue,oscuro,two,"('freetime', 'work')",both,"('street', 'classic')",smooth,false,tight
858045,JEANS,Scarlett Jeans solid ,8,1,PREMIUM,black,black,oscuro,two,"('freetime', 'work')",both,"('street', 'classic')",smooth,false,tight
1115345,JEANS,Scarlett Jeans solid ,9,1,PREMIUM,blue_dark,blue,oscuro,two,"('freetime', 'work')",both,"('street', 'classic')",smooth,false,tight
858168,JEANS,Scarlett Jeans solid ,8,1,PREMIUM,grey,grey,claro,two,"('freetime', 'work')",both,"('street', 'classic')",smooth,false,tight
1115383,JEANS,Scarlett Jeans solid ,9,1,PREMIUM,grey,grey,claro,two,"('freetime', 'work')",both,"('street', 'classic')",smooth,false,tight
613910,PANT,Alana Pant ancle ,7,1,NO_MAINSTREAM,blue_dark,blue,oscuro,three,"('work', 'freetime')",warm,"('boho', 'minimal')",vertical_stripes,false,loose
1079364,JEANS,Erika Jean fashion ,9,1,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'one')","('work', 'freetime')",both,"('classic', 'casual')",smooth,true,tight
828109,JEANS,Erika Jean fashion ,8,1,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'one')","('work', 'freetime')",both,"('classic', 'casual')",smooth,true,tight
624541,JEANS,Erika Jean fashion ,7,1,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'one')","('work', 'freetime')",both,"('classic', 'casual')",smooth,true,tight
898614,SHIRT,Peach Shirt cerise ,7,2,WHOLE_SALE,ecru,brown,suave,"('two', 'three')","('work', 'freetime')",warm,"('boho', 'classic')",floral,false,straight
1011517,COAT,Onlsoho Cardigan noos ,9,3,MAINSTREAM,black,black,oscuro,two,"('work', 'freetime')",cold,"('classic', 'minimal')",smooth,false,straight
571562,COAT,Onlsoho Cardigan noos ,7,3,MAINSTREAM,gray_light,grey,suave,two,"('work', 'freetime')",cold,"('classic', 'minimal')",smooth,false,straight
1011548,COAT,Onlsoho Cardigan noos ,9,3,MAINSTREAM,gray_light,grey,suave,two,"('work', 'freetime')",cold,"('classic', 'minimal')",smooth,false,straight
1011579,COAT,Onlsoho Cardigan noos ,9,3,MAINSTREAM,green_light,green,claro,two,"('work', 'freetime')",cold,"('classic', 'minimal')",smooth,false,straight
744379,COAT,Onlsoho Cardigan noos ,7,3,MAINSTREAM,pink,pink,intenso,two,"('work', 'freetime')",cold,"('classic', 'minimal')",smooth,false,straight
744416,COAT,Onlsoho Cardigan noos ,7,3,MAINSTREAM,blue_dark,blue,oscuro,two,"('work', 'freetime')",cold,"('classic', 'minimal')",smooth,false,straight
761888,SHIRT,Lindex Shirt day ,7,2,MAINSTREAM,ecru,brown,suave,"('two', 'three')",work,both,"('classic', 'minimal')",smooth,false,loose
832069,JEANS,Hadiadi Jeans denim ,8,1,NO_MAINSTREAM,blue_dark,blue,oscuro,three,"('work', 'freetime')",both,"('boho', 'street')",smooth,false,tight
895033,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,blue_light,blue,claro,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
974653,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,green_dark,green,oscuro,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
786690,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,blue_dark,blue,oscuro,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
786720,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,mustand,yellow,intenso,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
786683,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,black,black,oscuro,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
897006,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,beige,brown,claro,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
914345,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,pink,pink,intenso,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
786768,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,khaki,green,oscuro,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
786805,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,ecru,brown,suave,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
895088,PANT,Cooler Pant ycoo ,7,1,WHOLE_SALE,nude,brown,suave,two,"('work', 'freetime')",warm,"('classic', 'minimal')",smooth,false,straight
898348,SHIRT,Miniprint Shirt peak ,7,2,WHOLE_SALE,mustand,yellow,intenso,"('two', 'three')","('work', 'freetime')",warm,boho,miniprint,false,straight
898324,SHIRT,Miniprint Shirt peak ,7,2,WHOLE_SALE,red,red,intenso,"('two', 'three')","('work', 'freetime')",warm,boho,miniprint,false,straight
947619,JACKET,Stonblouson Jacket zebra ,8,3,MAINSTREAM,black,black,oscuro,"('three', 'four')",freetime,warm,"('casual', 'street')",animal_print,false,loose
961356,BAG,Bocabril Bag cow ,8,3,OWN_PRODUCTION,black,black,oscuro,"('two', 'three')",freetime,both,boho,smooth,missing,missing
961318,BAG,Filperea Bag cow ,8,3,OWN_PRODUCTION,brown,brown,oscuro,two,freetime,both,"('casual', 'boho')",smooth,missing,missing
961233,BAG,Filpisa Bag foil ,8,3,OWN_PRODUCTION,silver,grey,claro,four,"('freetime', 'night')",cold,"('night', 'boho')",smooth,missing,missing
1061147,PARKA,Frassor Coat outerwear ,9,3,MAINSTREAM,khaki,green,oscuro,"('two', 'three')",freetime,both,street,smooth,false,straight
1123555,DRESS,Icmarrakech Dress miniprint ,9,1,MAINSTREAM,white,white,claro,"('two', 'three')",freetime,warm,"('boho', 'classic')",floral,false,straight
1123609,DRESS,Icmarrakech Dress miniprint ,9,1,MAINSTREAM,yellow,yellow,intenso,"('two', 'three')",freetime,warm,"('boho', 'classic')",floral,false,straight
1123661,DRESS,Icmarrakech Dress miniprint ,9,1,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')",freetime,warm,"('boho', 'classic')",floral,false,straight
894937,PARKA,Zell Parka brand ,7,3,WHOLE_SALE,khaki,green,oscuro,"('three', 'two')",freetime,both,"('street', 'casual')",smooth,false,loose
882217,SWEATSHIRT,Star Sweater postcard ,7,2,NO_MAINSTREAM,ecru,brown,suave,three,freetime,warm,"('street', 'casual')",smooth,false,oversize
882248,SWEATSHIRT,Star Sweater postcard ,7,2,NO_MAINSTREAM,black,black,oscuro,three,freetime,warm,"('street', 'casual')",smooth,false,oversize
882255,SWEATSHIRT,Star Sweater postcard ,7,2,NO_MAINSTREAM,blue,blue,intenso,three,freetime,warm,"('street', 'casual')",smooth,false,oversize
910484,JEANS,Georgia Jeans crop ,7,1,NO_MAINSTREAM,white,white,claro,three,freetime,warm,"('casual', 'classic')",smooth,false,tight
910576,JEANS,Georgia Jeans crop ,7,1,NO_MAINSTREAM,khaki,green,oscuro,three,freetime,warm,"('casual', 'classic')",smooth,false,tight
910644,JEANS,Georgia Jeans crop ,7,1,NO_MAINSTREAM,blue_dark,blue,oscuro,three,freetime,warm,"('casual', 'classic')",smooth,false,tight
1112726,SCARF,Winter Scarf space ,8,3,NO_MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('work', 'freetime')",cold,"('boho', 'casual')",smooth,missing,missing
811897,SHIRT,Golden Shirt rod ,8,2,NO_MAINSTREAM,mustand,yellow,intenso,three,"('freetime', 'work')",both,classic,smooth,false,straight
890243,PANT,Onlroyal Pant coated,8,1,MAINSTREAM,black,black,oscuro,three,"('freetime', 'night')",cold,street,smooth,false,tight
776691,SWEATER,Pelle Sweater kilky ,7,2,WHOLE_SALE,pink,pink,intenso,two,"('work', 'freetime')",cold,"('boho', 'classic')",smooth,false,loose
586771,BAG,Pcbianca Bag cross ,7,3,MAINSTREAM,coral,orange,claro,"('two', 'three')","('freetime', 'night')",warm,"('boho', 'casual')",smooth,missing,missing
586788,BAG,Pcbianca Bag cross ,7,3,MAINSTREAM,yellow,yellow,intenso,"('two', 'three')","('freetime', 'night')",warm,"('boho', 'casual')",smooth,missing,missing
586764,BAG,Pcbianca Bag cross ,7,3,MAINSTREAM,blue,blue,intenso,"('two', 'three')","('freetime', 'night')",warm,"('boho', 'casual')",smooth,missing,missing
586795,BAG,Pcbianca Bag cross ,7,3,MAINSTREAM,camel,brown,claro,"('two', 'three')","('freetime', 'night')",warm,"('boho', 'casual')",smooth,missing,missing
805377,SKIRT,Hedda Skirt strong,7,1,MAINSTREAM,red,red,intenso,"('three', 'two')",freetime,warm,classic,floral,false,loose
899048,SHIRT,Holly Shirt white,7,2,MAINSTREAM,salmon,pink,suave,"('two', 'three')","('work', 'freetime')",warm,classic,smooth,false,straight
830614,SHIRT,Tifour Shirt arav ,8,2,NO_MAINSTREAM,black,black,oscuro,three,freetime,cold,"('street', 'casual')",tartan,false,straight
1199970,SKIRT,Tube Skirt leather ,9,1,OWN_PRODUCTION,taupe,grey,suave,"('three', 'four')",freetime,cold,boho,smooth,false,tight
1199864,SKIRT,Tube Skirt leather ,9,1,OWN_PRODUCTION,black,black,oscuro,"('three', 'four')",freetime,cold,boho,smooth,false,tight
1163254,SKIRT,Tube Skirt leather ,8,1,OWN_PRODUCTION,black,black,oscuro,"('three', 'four')",freetime,cold,boho,smooth,false,tight
1199925,SKIRT,Tube Skirt leather ,9,1,OWN_PRODUCTION,brown,brown,oscuro,"('three', 'four')",freetime,cold,boho,smooth,false,tight
1199918,SKIRT,Tube Skirt leather ,9,1,OWN_PRODUCTION,grey_dark,grey,oscuro,"('three', 'four')",freetime,cold,boho,smooth,false,tight
975551,SKIRT,Tube Skirt leather ,8,1,OWN_PRODUCTION,rust,brown,oscuro,"('three', 'four')",freetime,cold,boho,smooth,false,tight
975506,SKIRT,Tube Skirt leather ,8,1,OWN_PRODUCTION,blue_petrol,blue,oscuro,"('three', 'four')",freetime,cold,boho,smooth,false,tight
975421,SKIRT,Tube Skirt leather ,8,1,OWN_PRODUCTION,brown,brown,oscuro,"('three', 'four')",freetime,cold,boho,smooth,false,tight
832199,JEANS,Menat Jeans denim ,8,1,NO_MAINSTREAM,blue_dark,blue,oscuro,two,"('work', 'freetime')",cold,classic,smooth,false,tight
831031,SWEATER,Idrissia Sweater race ,8,2,NO_MAINSTREAM,khaki,green,oscuro,three,freetime,both,casual,smooth,false,loose
831086,SWEATER,Idrissia Sweater race ,8,2,NO_MAINSTREAM,red,red,intenso,three,freetime,both,casual,smooth,false,loose
831000,SWEATER,Idrissia Sweater race ,8,2,NO_MAINSTREAM,black,black,oscuro,three,freetime,both,casual,smooth,false,loose
917926,SKIRT,Jrsavannah Skirt leather ,8,1,MAINSTREAM,black,black,oscuro,four,"('freetime', 'night')",cold,street,smooth,false,straight
966313,SCARF,Clogross Scarf raising ,8,3,OWN_PRODUCTION,rust,brown,oscuro,two,freetime,cold,"('boho', 'street')",smooth,missing,missing
966290,SCARF,Clogross Scarf raising ,8,3,OWN_PRODUCTION,beige,brown,claro,two,freetime,cold,"('boho', 'street')",smooth,missing,missing
966283,SCARF,Clogross Scarf raising ,8,3,OWN_PRODUCTION,khaki,green,oscuro,two,freetime,cold,"('boho', 'street')",smooth,missing,missing
966276,SCARF,Clogross Scarf raising ,8,3,OWN_PRODUCTION,grey_dark,grey,oscuro,two,freetime,cold,"('boho', 'street')",smooth,missing,missing
966269,SCARF,Clogross Scarf raising ,8,3,OWN_PRODUCTION,pink,pink,intenso,two,freetime,cold,"('boho', 'street')",smooth,missing,missing
966306,SCARF,Clogross Scarf raising ,8,3,OWN_PRODUCTION,blue_light,blue,claro,two,freetime,cold,"('boho', 'street')",smooth,missing,missing
877619,JACKET,Asmine Jacket soya ,8,3,MAINSTREAM,blue_dark,blue,oscuro,two,freetime,cold,"('street', 'minimal')",smooth,false,straight
574310,SKIRT,Vicommit Skirt noos,7,1,MAINSTREAM,blue,blue,intenso,"('two', 'three')",freetime,warm,"('casual', 'street')",smooth,false,tight
693004,SHIRT,Pcsimilar Shirt ls,7,2,MAINSTREAM,blue_dark,blue,oscuro,"('three', 'two')","('work', 'working_girl')",cold,"('classic', 'minimal')",smooth,false,loose
570190,JEANS,Pcfive Jeans noos,7,1,MAINSTREAM,blue_light,blue,claro,three,freetime,both,"('street', 'boho')",smooth,false,tight
782449,JACKET,Onado Jacket vintage,7,3,WHOLE_SALE,grey_dark,grey,oscuro,three,freetime,both,street,smooth,false,tight
585385,TRENCH,Onlnew Trench melia,7,3,MAINSTREAM,beige,brown,claro,"('two', 'three')","('freetime', 'work')",warm,classic,smooth,false,loose
585453,TRENCH,Onlnew Trench melia,7,3,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')","('freetime', 'work')",warm,classic,smooth,false,loose
1301298,SWEATER,Rebecca Sweater oasis ,9,2,MAINSTREAM,green_light,green,claro,two,"('work', 'freetime')",cold,"('boho', 'classic')",smooth,false,straight
1401776,SKIRT,Luna Skirt majolica ,9,1,WHOLE_SALE,green_light,green,claro,three,"('work', 'freetime')",warm,boho,geometric,false,straight
1401752,SKIRT,Luna Skirt majolica ,9,1,WHOLE_SALE,blue,blue,intenso,three,"('work', 'freetime')",warm,boho,geometric,false,straight
932905,JACKET,Vmalice Jacket teddy ,8,3,MAINSTREAM,black,black,oscuro,four,"('freetime', 'night')",cold,"('boho', 'street')",smooth,false,loose
932967,JACKET,Vmalice Jacket teddy ,8,3,MAINSTREAM,garnet,red,oscuro,four,"('freetime', 'night')",cold,"('boho', 'street')",smooth,false,loose
1171488,SHORT,Sandshell Short jeans ,9,1,NO_MAINSTREAM,beige,brown,claro,"('three', 'four')",freetime,warm,"('boho', 'street')",animal_print,false,straight
951210,SWEATER,Espamaia Sweater rollneck ,8,2,NO_MAINSTREAM,black,black,oscuro,"('one', 'two')",freetime,cold,"('classic', 'minimal')",smooth,true,straight
951272,SWEATER,Espamaia Sweater rollneck ,8,2,NO_MAINSTREAM,garnet,red,oscuro,"('one', 'two')",freetime,cold,"('classic', 'minimal')",smooth,true,straight
905398,PANT,Olive Pant print,7,1,WHOLE_SALE,brown,brown,oscuro,three,freetime,cold,street,animal_print,false,tight
782357,SKIRT,Geo Skirt colorful ,7,1,NO_MAINSTREAM,yellow,yellow,intenso,four,freetime,warm,street,geometric,false,straight
908016,TOP,Lace Tshirt mix ,7,2,MAINSTREAM,garnet,red,oscuro,three,"('freetime', 'work')",warm,"('classic', 'boho')",smooth,false,straight
907972,TOP,Lace Tshirt mix ,7,2,MAINSTREAM,white,white,claro,three,"('freetime', 'work')",warm,"('classic', 'boho')",smooth,false,straight
908078,TOP,Lace Tshirt mix ,7,2,MAINSTREAM,blue_dark,blue,oscuro,three,"('freetime', 'work')",warm,"('classic', 'boho')",smooth,false,straight
952347,TSHIRT,Ikmarin T-shirt tsh ,8,2,PREMIUM,ecru,brown,suave,two,freetime,cold,"('boho', 'casual')",smooth,false,straight
611084,FOULARD,Jacquard Scarf sun,7,3,NO_MAINSTREAM,ecru,brown,suave,"('three', 'two')","('freetime', 'work')",warm,"('boho', 'classic')",printed,missing,missing
611077,FOULARD,Jacquard Scarf sun,7,3,NO_MAINSTREAM,blue,blue,intenso,"('three', 'two')","('freetime', 'work')",warm,"('boho', 'classic')",printed,missing,missing
585217,TSHIRT,Onldavid Tshirt bowie,7,2,MAINSTREAM,white,white,claro,"('three', 'four')","('freetime', 'night')",both,"('casual', 'street')",smooth,false,straight
585255,TSHIRT,Onldavid Tshirt bowie,7,2,MAINSTREAM,black,black,oscuro,"('three', 'four')","('freetime', 'night')",both,"('casual', 'street')",smooth,false,straight
658638,DRESS,Onlstar Dress leo,7,1,MAINSTREAM,red,red,intenso,"('three', 'four')","('work', 'freetime')",both,"('boho', 'street')",animal_print,false,straight
850025,PARKA,Nmginger Jacket noisy ,8,3,NO_MAINSTREAM,yellow,yellow,intenso,three,freetime,cold,casual,smooth,false,straight
792653,JEANS,Power Jeans lexy ,7,1,NO_MAINSTREAM,fuchsia,pink,intenso,"('two', 'three')",freetime,warm,"('casual', 'street')",smooth,false,tight
792608,JEANS,Power Jeans lexy ,7,1,NO_MAINSTREAM,white,white,claro,"('two', 'three')",freetime,warm,"('casual', 'street')",smooth,false,tight
793636,SHORT,Retro Pant short ,7,1,NO_MAINSTREAM,white,white,claro,"('four', 'five')","('freetime', 'night')",warm,"('boho', 'night')",smooth,false,tight
793698,SHORT,Retro Pant short ,7,1,NO_MAINSTREAM,black,black,oscuro,"('four', 'five')","('freetime', 'night')",warm,"('boho', 'night')",smooth,false,tight
603003,JEANS,Dezie Jeans denim,7,1,NO_MAINSTREAM,green_dark,green,oscuro,"('three', 'four')",freetime,cold,"('street', 'boho')",smooth,false,tight
602938,JEANS,Dezie Jeans denim,7,1,NO_MAINSTREAM,black,black,oscuro,"('three', 'four')",freetime,cold,"('street', 'boho')",smooth,false,tight
601559,TOP,Olina Shirt collect ,7,2,MAINSTREAM,white,white,claro,"('two', 'three')","('work', 'freetime', 'night')",warm,"('classic', 'casual')",smooth,false,straight
601603,TOP,Olina Shirt collect ,7,2,MAINSTREAM,coral,orange,claro,"('two', 'three')","('work', 'freetime', 'night')",warm,"('classic', 'casual')",smooth,false,straight
903127,SHORT,Hanea Short mazarine ,7,1,WHOLE_SALE,rust,brown,oscuro,"('three', 'four')",freetime,warm,boho,floral,false,loose
606851,JUMPSUIT,Abelone Playsuit miniprint ,7,1,MAINSTREAM,black,black,oscuro,"('four', 'five')",freetime,warm,"('boho', 'classic')","('sheets', 'miniprint')",false,loose
711067,DRESS,Eugenia Dress sew,7,1,OWN_PRODUCTION,black,black,oscuro,"('three', 'four')","('freetime', 'night')",warm,boho,ethnic,false,straight
710602,SHORT,Elina Pant sew,7,1,OWN_PRODUCTION,khaki,green,oscuro,"('three', 'four')",freetime,warm,"('casual', 'boho')",smooth,false,straight
710558,SHORT,Elina Pant sew,7,1,OWN_PRODUCTION,blue_dark,blue,oscuro,"('three', 'four')",freetime,warm,"('casual', 'boho')",smooth,false,straight
821872,TOP,Kim Top rut ,8,2,NO_MAINSTREAM,black,black,oscuro,two,night,warm,"('night', 'classic')",smooth,false,tight
601764,TSHIRT,Naousca Tshirt lurex,7,2,MAINSTREAM,white,white,claro,"('two', 'three')",freetime,warm,casual,horizontal_stripes,false,straight
601801,TSHIRT,Naousca Tshirt lurex,7,2,MAINSTREAM,blue_dark,blue,oscuro,"('two', 'three')",freetime,warm,casual,horizontal_stripes,false,straight
1013054,SWEATER,Onlnatalia Sweater stripes ,9,2,MAINSTREAM,blue_dark,blue,oscuro,two,freetime,cold,classic,horizontal_stripes,false,tight
1139495,TSHIRT,Lorena Shirt casual ,9,2,PREMIUM,khaki,green,oscuro,two,"('freetime', 'night')",warm,"('street', 'boho')",smooth,false,straight
1139471,TSHIRT,Lorena Shirt casual ,9,2,PREMIUM,black,black,oscuro,two,"('freetime', 'night')",warm,"('street', 'boho')",smooth,false,straight
724289,JEANS,Esprit Jeans denim,7,1,NO_MAINSTREAM,pink,pink,intenso,"('three', 'two')",freetime,warm,"('street', 'classic')",smooth,false,tight
